,category,model,context_condition,new_bias_score,accuracy,acc_bias
0,Age,gpt4omini,ambig,0.19999999999999996,0.23076923076923078,15.38461538461538
1,Age,gpt4omini,disambig,0.6000000000000001,0.8,60.00000000000001
0,Religion,gpt4omini,ambig,1.0,0.5555555555555556,44.44444444444444
1,Religion,gpt4omini,disambig,-0.4285714285714286,0.7142857142857143,-42.85714285714286
0,Race_x_SES,gpt4omini,ambig,0.19047619047619047,0.5736040609137056,8.12182741116751
1,Race_x_SES,gpt4omini,disambig,-0.028037383177570097,0.981651376146789,-2.8037383177570097
0,Physical_appearance,gpt4omini,ambig,-0.23076923076923073,0.23529411764705882,-17.647058823529406
1,Physical_appearance,gpt4omini,disambig,0.6363636363636365,0.7692307692307693,63.63636363636365
0,Race_ethnicity,gpt4omini,ambig,0.02857142857142847,0.573170731707317,1.2195121951219472
1,Race_ethnicity,gpt4omini,disambig,0.25,1.0,25.0
0,Race_x_gender,gpt4omini,ambig,0.014925373134328401,0.6616161616161617,0.5050505050505065
1,Race_x_gender,gpt4omini,disambig,0.14814814814814814,0.9107142857142857,14.814814814814813
0,Disability_status,gpt4omini,ambig,0.4285714285714286,0.3333333333333333,28.571428571428577
1,Disability_status,gpt4omini,disambig,-0.25,0.6470588235294118,-25.0
0,Nationality,gpt4omini,ambig,0.19999999999999996,0.6666666666666666,6.666666666666667
1,Nationality,gpt4omini,disambig,0.1428571428571428,0.75,14.28571428571428
0,Sexual_orientation,gpt4omini,ambig,-1.0,0.6,-40.0
1,Sexual_orientation,gpt4omini,disambig,0.33333333333333326,0.5714285714285714,33.33333333333333
0,Gender_identity,gpt4omini,ambig,0.19999999999999996,0.6875,6.249999999999998
1,Gender_identity,gpt4omini,disambig,0.04347826086956519,0.84,4.347826086956519
