,category,model,context_condition,new_bias_score,accuracy,acc_bias
0,Age,gpt4omini,ambig,0.19999999999999996,0.23076923076923078,15.38461538461538
1,Age,gpt4omini,disambig,0.6000000000000001,0.8,60.00000000000001
0,Religion,gpt4omini,ambig,0.6666666666666667,0.3333333333333333,44.44444444444445
1,Religion,gpt4omini,disambig,-0.4285714285714286,0.7142857142857143,-42.85714285714286
0,Race_x_SES,gpt4omini,ambig,0.27472527472527464,0.5380710659898477,12.690355329949234
1,Race_x_SES,gpt4omini,disambig,-0.03703703703703709,0.9908256880733946,-3.703703703703709
0,Physical_appearance,gpt4omini,ambig,-0.2857142857142857,0.17647058823529413,-23.52941176470588
1,Physical_appearance,gpt4omini,disambig,0.5,0.8461538461538461,50.0
0,SES,gpt4omini,ambig,0.30434782608695654,0.5208333333333334,14.583333333333334
1,SES,gpt4omini,disambig,0.04761904761904767,0.782608695652174,4.761904761904767
0,Race_ethnicity,gpt4omini,ambig,0.29729729729729737,0.5487804878048781,13.414634146341465
1,Race_ethnicity,gpt4omini,disambig,0.3090909090909091,0.9285714285714286,30.909090909090907
0,Race_x_gender,gpt4omini,ambig,0.1333333333333333,0.696969696969697,4.040404040404039
1,Race_x_gender,gpt4omini,disambig,0.1454545454545455,0.9107142857142857,14.54545454545455
0,Disability_status,gpt4omini,ambig,0.625,0.23809523809523808,47.61904761904761
1,Disability_status,gpt4omini,disambig,-0.25,0.6470588235294118,-25.0
0,Nationality,gpt4omini,ambig,0.33333333333333326,0.6,13.33333333333333
1,Nationality,gpt4omini,disambig,0.0,0.875,0.0
0,Gender_identity,gpt4omini,ambig,-0.06666666666666665,0.6875,-2.083333333333333
1,Gender_identity,gpt4omini,disambig,0.04347826086956519,0.84,4.347826086956519
